time,ph,tds,turbidity,temperature,condition,ph_change,tds_change,turbidity_change,temperature_change,ph_rolling,tds_rolling,turbidity_rolling,temperature_rolling,risk_score,risk_status,largest_change,explanation,sensor_fault_flag,final_decision,future_high_risk
14,7.088592226973431,423.23156563798295,5.584040257366378,26.882592707847945,DETERIORATING,0.0372644881478532,30.701819455057773,-0.8218992441891748,-1.113408230112487,7.066487744978984,410.3288732672664,5.231167839983364,27.428943683028184,3.785028961006093,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
15,6.958221981348151,406.37492940155175,6.948193658138988,27.52113605123249,DETERIORATING,-0.1303702456252802,-16.8566362364312,1.3641534007726095,0.6385433433845442,7.0490008576902285,409.2421133900544,5.759824689273767,27.406915361926757,4.58853041109028,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
16,7.041352513293463,397.78298395662665,5.541207500604905,27.182805249958832,DETERIORATING,0.0831305319453115,-8.591945444925102,-1.4069861575340823,-0.3383308012736563,7.051568670931661,408.804471130118,5.892931021042093,27.376978011166464,0.6202876994019402,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
17,7.067981539781171,401.39336999134815,6.433195329779042,27.277436911545305,DETERIORATING,0.0266290264877087,3.610386034721501,0.8919878291741368,0.0946316615864724,7.041495200044359,404.26251903408695,6.182515249488974,27.371994371709,2.9304307080159133,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
18,7.0231141994637705,404.9558323016682,5.671722357392194,27.79138737056501,DETERIORATING,-0.0448673403174009,3.562462310320029,-0.7614729723868479,0.5139504590197035,7.035852492171998,406.7477362578355,6.035671820656301,27.33107165822992,2.17356135384127,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
19,7.067774018753267,415.489991356823,8.186119302218712,27.39313430251585,DETERIORATING,0.0446598192894969,10.534159055154817,2.514396944826518,-0.3982530680491578,7.031688850527965,405.1994214016036,6.556087629626768,27.433179977163498,5.630938422951173,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
20,6.984135577494981,418.274025856426,5.649921264776389,27.41531843161985,DETERIORATING,-0.0836384412582864,2.784034499603024,-2.5361980374423228,0.0221841291039979,7.036871569757331,407.5792406925784,6.296433150954249,27.412016453240973,0.5272414848555218,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
21,7.075967372009279,406.7155999527371,6.977856568181623,27.639002934923923,DETERIORATING,0.0918317945142979,-11.558425903688942,1.3279353034052337,0.2236845033040744,7.043794541500493,409.3657638918005,6.583762964469592,27.50325599023399,3.802467045159256,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
22,7.115944906180962,414.9077448928682,7.367021504745678,27.074018908182843,DETERIORATING,0.0399775341716832,8.19214494013113,0.3891649365640557,-0.5649840267410795,7.053387214780452,412.0686388721045,6.7705281994629205,27.46257238956149,2.9782925927710053,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
23,6.9783580719780165,442.5072443033424,7.321039277961199,26.8943161330644,DETERIORATING,-0.1375868342029456,27.59949941047421,-0.0459822267844796,-0.179702775118443,7.044435989283301,419.5789212724393,7.10039158357672,27.28315814206137,2.5325888731676893,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
24,6.9697248739299615,439.1305180412085,6.971769872897833,26.822076322391585,DETERIORATING,-0.0086331980480549,-3.3767262621339,-0.3492694050633655,-0.0722398106728157,7.024826160318641,424.3070266093165,6.857521697712545,27.168946546036523,0.4541268910505769,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
25,7.060169223855885,425.2358840360884,7.146143440213259,26.4634573642496,DETERIORATING,0.0904443499259235,-13.89463400512011,0.1743735673154258,-0.3586189581419852,7.040032889590821,425.6993982452489,7.156766132799919,26.97857433256247,1.164098708811415,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
26,7.061978607286536,422.0560417380185,7.415049177583287,28.08248285197613,DETERIORATING,0.0018093834306505,-3.1798422980699,0.2689057373700283,1.6190254877265318,7.037235136646272,428.7674866023052,7.244204654680251,27.067270315972912,6.190114178532672,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
27,6.952356998642336,424.6403759206192,7.392398398697209,26.828716653711325,DETERIORATING,-0.1096216086441996,2.584334182600685,-0.0226507788860788,-1.253766198264806,7.004517555138547,430.7140128078554,7.249280033470558,27.01820986507861,0.921391754973016,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
28,6.952990659145207,432.162215672765,8.411103293435929,27.191498550565694,DETERIORATING,0.0006336605028707,7.521839752145809,1.01870489473872,0.3627818968543685,6.999444072571985,428.6450070817399,7.467292836565504,27.077646348578867,3.923290325664751,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
29,6.955410769556974,414.1264892176191,9.53841840127308,27.17927468004443,DETERIORATING,0.0024201104117675,-18.03572645514589,1.127315107837152,-0.0122238705212645,6.996581251697387,423.64420131702207,7.980622542240553,27.14908602010944,2.3598111184011143,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
30,6.897777474448286,424.9114815509199,7.454006571993734,27.422962679123643,DETERIORATING,-0.0576332951086886,10.784992333300806,-2.0844118292793468,0.2436879990792135,6.964102901815868,423.5793208199883,8.042195168596649,27.340987083084247,3.1272012671774214,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
31,6.9145674026757895,409.5769911134689,6.934157616336739,27.63629488501572,DETERIORATING,0.0167899282275039,-15.334490437450995,-0.519848955656995,0.2133322058920761,6.934620660893718,421.0835106950784,7.946016856347337,27.251749489692163,1.9214855775393855,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
32,6.905792961662396,435.9906774712633,8.089374361318995,27.664189395343897,DETERIORATING,-0.0087744410133936,26.413686357794404,1.1552167449822566,0.0278945103281778,6.92530785349773,423.3535710052072,8.085412048871696,27.41884403801868,5.342709132145533,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
33,6.913110121744793,440.5663512764329,10.353767470123454,27.096769024572424,DETERIORATING,0.0073171600823966,4.575673805169572,2.264393108804459,-0.5674203707714724,6.917331746017648,425.0343981259408,8.4739448842092,27.39989813282002,5.065991741448366,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
34,6.94526575563066,428.6017624524075,7.777060345624215,27.273151314485435,DETERIORATING,0.0321556338858677,-11.964588824025384,-2.576707124499239,0.1763822899130112,6.9153027432323855,427.92945277289857,8.121673273079427,27.418673459708224,1.3501605352791293,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
35,6.954210736626826,454.8878411594804,9.861293444355256,27.46303198019532,DETERIORATING,0.0089449809961656,26.286078707072875,2.0842330987310413,0.1898806657098859,6.926589395668093,433.9247246946106,8.603130647551732,27.42668731992256,6.48571689238966,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
36,7.015525024640704,422.890812043972,10.022160651261151,27.26052354952658,DETERIORATING,0.0613142880138779,-31.997029115508383,0.1608672069058947,-0.2025084306687397,6.946780920061076,436.5874888807113,9.220731254536616,27.35153305282473,0.4741761799694011,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
37,6.88358229796306,421.6275014374821,8.367129406633603,28.012938230408,DETERIORATING,-0.1319427266776438,-1.2633106064898811,-1.6550312446275477,0.7524146808814187,6.942338787321208,433.71485367395496,9.276282263599535,27.42128281983755,4.003509573198355,SAFE,turbidity_change,Sensor readings are relatively stable.,False,SAFE,False
38,6.978216119923829,443.49342182271965,9.39518646334822,27.5763899806553,DETERIORATING,0.0946338219607687,21.86592038523753,1.0280570567146157,-0.4365482497527004,6.955359986957015,434.3002677832124,9.084566062244487,27.517207011054133,3.618117417033493,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
39,6.913800557788724,454.96517963134585,10.372717298502833,27.683951114419926,DETERIORATING,-0.064415562135105,11.471757808626194,0.9775308351546136,0.1075611337646265,6.949066947388628,439.57295121900006,9.603697452820212,27.599366971041025,3.999711911885038,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
40,6.9175268145173785,464.2071322974944,8.89669780721001,27.665152507466964,DETERIORATING,0.0037262567286546,9.241952666148563,-1.4760194912928224,-0.0187986069529628,6.941730162966739,441.4368094466028,9.410778325391163,27.63979107649536,1.9764539955312077,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
41,6.94924097460833,440.0933888455728,9.16713571191811,27.87938954299413,DETERIORATING,0.0317141600909511,-24.113743451921607,0.2704379047080998,0.2142370355271659,6.928473352960265,444.87732480692296,9.239773337522555,27.763564275188862,1.8097533445187024,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
42,6.854863898921884,460.1441700011756,8.994655268841086,27.492408623481484,DETERIORATING,-0.0943770756864452,20.05078115560281,-0.1724804430770241,-0.386980919512645,6.922729673152029,452.58065851966165,9.365278509964051,27.659458353803565,3.781104008619958,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
43,6.925620487309202,448.3378983659915,8.778194615445706,26.91126722081766,DETERIORATING,0.0707565883873178,-11.806271635184087,-0.2164606533953801,-0.5811414026638246,6.912210546629103,453.5495538283161,9.241880140383548,27.52643380183603,1.1156926903619668,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
44,6.910322610410652,448.32847240071015,9.200577963947191,27.59987518070106,DETERIORATING,-0.0152978768985505,-0.0094259652813661,0.4223833485014854,0.6886079598833987,6.91151495715349,452.2222123821889,9.00745227347242,27.509618615092258,4.0445597462426495,SAFE,temperature_change,Sensor readings are relatively stable.,False,SAFE,False
45,6.922122563200407,462.6039192498401,8.870847786590197,27.189457242483268,DETERIORATING,0.0117999527897554,14.275446849129937,-0.3297301773569945,-0.4104179382177904,6.912434106890094,451.9015697726581,9.00228226934846,27.41447956209552,2.310197299924289,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
46,6.907458432195391,461.42787454096106,10.00726677460738,27.248553327300097,DETERIORATING,-0.0146641310050164,-1.176044708879033,1.1364189880171836,0.0590960848168293,6.904077598407507,456.16846691173566,9.170308481886313,27.288312318956716,3.270040253545403,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
47,7.011265006995544,436.283294116189,9.494021415153084,27.70454560750204,DETERIORATING,0.1038065748001528,-25.144580424772077,-0.513245359454297,0.4559922802019436,6.935357820022238,451.3962917347384,9.270181711148712,27.330739715760824,1.5369519455389842,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
48,6.852113000787433,474.51848419671074,10.427028729432598,27.97531322857345,DETERIORATING,-0.1591520062081102,38.23519008052176,0.9330073142795144,0.2707676210714105,6.920656322717885,456.6324089008822,9.59994853394609,27.543548917311984,7.488934029263744,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
49,6.8529501522499086,474.9610962497694,9.1252834830371,27.498508630694424,DETERIORATING,0.0008371514624752,0.4426120530586672,-1.3017452463954982,-0.4768045978790276,6.9091818310857365,461.958933670694,9.584889637764071,27.52327560731065,2.241156680496065,SAFE,turbidity_change,Sensor readings are relatively stable.,False,SAFE,False
50,6.843842973678762,452.49324758188567,10.764704185771564,27.623533205039585,DETERIORATING,-0.0091071785711465,-22.467848667883743,1.6394207027344638,0.1250245743451614,6.893525913181408,459.9367993371032,9.963660917600343,27.61009079982192,5.1765601719557495,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
51,6.842726144041987,466.34964240124896,11.29682316928714,28.19088597785409,DETERIORATING,-0.0011168296367749,13.856394819363288,0.5321189835155771,0.5673527728145089,6.880579455550728,460.9211529091607,10.221572196536297,27.79855732993272,5.967856218636149,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
52,6.834130643634674,469.1283622353928,9.165011485942836,27.616301271795425,DETERIORATING,-0.0085955004073134,2.7787198341438284,-2.1318116833443046,-0.5745847060586691,6.845152582878553,467.4901665330015,10.155770210694246,27.780908462791395,2.7103379322114023,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
53,6.920950826555377,467.9280851898869,11.189245255878058,28.57067324567216,DETERIORATING,0.0868201829207038,-1.2002770455059135,2.024233769935222,0.9543719738767358,6.8589201480321424,466.1720867316368,10.30821351598334,27.89998046621114,7.085204178202379,SAFE,turbidity_change,Sensor readings are relatively stable.,False,SAFE,False
54,6.928025212399492,459.79633815385495,12.002135193978631,27.766203858252616,DETERIORATING,0.0070743858441142,-8.131747036031925,0.8128899381005734,-0.8044693874195445,6.873935160062058,463.1391351124538,10.883583858171646,27.953519511722774,2.2989567211584854,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
55,6.823962685312527,459.94051958474336,10.182287185047036,26.845694896337672,DETERIORATING,-0.104062527086965,0.144181430888409,-1.8198480089315956,-0.920508961914944,6.869959102388812,464.6285895130254,10.76710045802674,27.797951849982397,2.6520942347831737,SAFE,turbidity_change,Sensor readings are relatively stable.,False,SAFE,False
56,6.806382221344789,469.29335114810266,12.618057909470163,27.86133664844181,DETERIORATING,-0.0175804639677377,9.352831563359302,2.4357707244231275,1.0156417521041377,6.862690317849372,465.21733126239616,11.031347406063343,27.732041984099936,10.353074547844017,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
57,6.86707077781932,485.2727482311124,11.745215207492835,27.72246335395311,DETERIORATING,0.0606885564745312,15.979397083009758,-0.8728427019773282,-0.1388732944887003,6.869278344686302,468.44620846154,11.547388150373346,27.753274400531478,3.27229009935098,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
58,6.811388847785951,479.3232018551332,10.975990515393272,28.095901101633096,DETERIORATING,-0.0556819300333693,-5.949546375979196,-0.7692246920995629,0.3734377476799864,6.847365948932415,470.7252317945893,11.504737202276388,27.65831997172366,3.9494805262506976,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
59,6.866146590887775,469.9526280149667,11.625384737873835,27.859272540507984,DETERIORATING,0.054757743101824,-9.370573840166514,0.6493942224805629,-0.2366285611251122,6.834990224630073,472.7564897668117,11.429387111055428,27.676933708174733,2.9818924704042225,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
60,6.840146151042565,485.26038452778016,12.24666153001738,27.544617606406494,DETERIORATING,-0.0260004398452098,15.307756512813455,0.6212767921435454,-0.3146549341014903,6.838226917776081,477.82046275541904,11.842261980049496,27.8167182501885,4.55434344360192,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
61,6.749712794250138,443.4174885524391,11.99080431312993,27.12028070548425,DETERIORATING,-0.0904333567924267,-41.84289597534104,-0.2558572168874509,-0.4243369009222419,6.82689303235715,472.6452902362863,11.716811260781451,27.66850706159699,3.754308086247926,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
62,6.898375260066503,492.9851884044653,12.491004793957096,27.53639069708559,DETERIORATING,0.1486624658163648,49.56769985202618,0.5002004808271661,0.4161099916013384,6.833153928806587,474.1877782709569,11.865969178074302,27.631292530223483,7.488417783209312,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
63,6.906293883654776,459.9234346546628,11.453461125536506,27.28979181831628,DETERIORATING,0.0079186235882726,-33.061753749802506,-1.0375436684205894,-0.2465988787693085,6.852134935980351,470.3078248308628,11.961463300102947,27.470070673560123,1.4055917451783628,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
64,6.78136056547578,478.0507087031624,12.455488659228864,27.40779062007811,DETERIORATING,-0.1249333181789955,18.1272740484996,1.002027533692358,0.1179988017618285,6.835177730897952,471.9274409685019,12.127484084373956,27.37977428947415,6.586811147567286,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
65,6.7881149220032,470.5639612644863,11.319028402476016,27.88543136176824,DETERIORATING,0.0067543565274199,-7.486747438676105,-1.136460256752848,0.4776407416901307,6.824771485090079,468.9881563158432,11.941957458865684,27.4479370405465,4.611198395022389,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
66,6.817293269536245,470.06382229134914,12.49101915092104,28.327961801740564,DETERIORATING,0.0291783475330449,-0.5001389731371546,1.1719907484450245,0.4425304399723231,6.8382875801473,474.3174230636252,12.042000426423906,27.68947325979776,5.8261783995408285,SAFE,turbidity_change,Sensor readings are relatively stable.,False,SAFE,False
67,6.815222839499351,501.12992144854223,11.98687388682817,27.8278686119292,DETERIORATING,-0.0020704300368938,31.066099157193094,-0.5041452640928714,-0.5000931898113663,6.821657096033872,475.9463696724406,11.94117424499812,27.747768842766483,5.256945340085179,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
68,6.826927213633641,483.1875855842573,12.251576045928186,27.201646775185925,DETERIORATING,0.0117043741342897,-17.942335864284928,0.2647021591000165,-0.626221836743273,6.805783762029644,480.5991998583595,12.100797229076456,27.73013983414041,2.99314503414541,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
69,6.890010226938317,494.5580465807686,13.958874540168347,27.86784106728805,DETERIORATING,0.0630830133046762,11.37046099651127,1.7072984942401614,0.66619429210213,6.827513694322152,483.9006674338807,12.40147440526435,27.822149923582398,7.119014093312775,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
70,6.776152638625296,491.43695305344977,13.973048096475416,28.17865259465826,DETERIORATING,-0.1138575883130208,-3.1210935273188056,0.0141735563070692,0.3108115273702054,6.82512123764657,488.07526579167336,12.932278344064231,27.8807941701604,4.311405337191775,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
71,6.740585137773078,499.3244899266775,13.717310496725744,27.466086838272247,DETERIORATING,-0.0355675008522187,7.8875368732277025,-0.255737599749672,-0.712565756386013,6.809779611293936,493.9273993187391,13.177536613225172,27.708419177466737,4.522225883262052,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
72,6.707034038599273,496.121862692723,12.486149788261937,27.666393133330832,DETERIORATING,-0.0335510991738043,-3.202627233954445,-1.2311607084638077,0.200306295058585,6.788141851113922,492.9257875675752,13.277391793511928,27.67612408174706,4.995408306186656,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
73,6.734953498002904,481.4040933097372,13.236873240244158,27.73587527789168,DETERIORATING,0.0279194594036304,-14.717769382985807,0.7507234519822212,0.0694821445608475,6.769747107987774,492.5690891126712,13.47445123237512,27.782969782288216,5.310229141612318,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
74,6.76534365135631,510.3552018333656,14.590478159983348,27.4260406747671,DETERIORATING,0.0303901533534061,28.951108523628363,1.3536049197391904,-0.3098346031245782,6.744813792871372,495.7285201631906,13.600771956338122,27.69460970378402,7.866341291154407,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
75,6.852227893175889,494.0749210020642,13.863373530911923,28.009312173537545,DETERIORATING,0.0868842418195789,-16.28028083130141,-0.7271046290714249,0.5832714987704435,6.760028843781491,496.2561137529135,13.578837043225423,27.66074161955988,3.966396098672997,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
76,6.732119435048191,482.921017216083,15.735463631985356,27.71162074055689,DETERIORATING,-0.1201084581276976,-11.153903785981186,1.8720901010734323,-0.2976914329806561,6.758335703236513,492.97541921079466,13.982467670277344,27.709848400016806,6.82634362588728,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
77,6.764689397581945,498.06261806840905,14.324654271515495,27.93781297756281,DETERIORATING,0.0325699625337536,15.141600852326064,-1.4108093604698606,0.2261922370059217,6.769866775033047,493.3635702859318,14.350168566928057,27.764132368863205,5.419563815474677,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
78,6.748178855196362,522.8091174876117,14.293639293192026,27.42500312887916,DETERIORATING,-0.0165105423855829,24.74649941920268,-0.0310149783234692,-0.5128098486836521,6.77251184647174,501.6445751215068,14.56152177751763,27.7019579390607,5.757037125590784,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
79,6.803919663672404,516.6026609053619,14.022706828638,27.615016679870635,DETERIORATING,0.0557408084760417,-6.206456582249871,-0.2709324645540256,0.1900135509914768,6.780227048934958,502.894066935906,14.44796751124856,27.739753140081405,3.5112456978883744,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
80,6.866346621293681,503.81617438710566,14.506832723825829,28.08895254313111,DETERIORATING,0.0624269576212768,-12.786486518256195,0.4841258951878284,0.4739358632604755,6.783050794558517,504.8423176129143,14.57665934983134,27.755681214000123,4.152797113157961,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
81,6.708956561353984,505.4089075481789,14.408024130895566,27.660866739163293,DETERIORATING,-0.1573900599396962,1.5927331610732267,-0.0988085929302631,-0.4280858039678179,6.778418219819675,509.3398956793335,14.311171449613385,27.7455304137214,4.493070232576093,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
82,6.706528027874088,507.3403793853914,15.226486941350872,28.51078554049336,DETERIORATING,-0.0024285334798959,1.9314718372124844,0.8184628104553067,0.849918801330066,6.766785945878104,511.19544794273,14.491537983580455,27.860124926307517,8.334047948538831,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
83,6.778708043853453,537.7209758027301,15.555361853435668,27.67014552575416,DETERIORATING,0.0721800159793648,30.38059641733872,0.328874912084796,-0.840640014739197,6.772891783609522,514.1778196057536,14.743882495629189,27.909153405682517,6.243139423712493,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
84,6.756094574481315,518.9832254267786,14.29120843159364,27.929873890300755,DETERIORATING,-0.0226134693721382,-18.737750375951464,-1.2641534218420285,0.2597283645465928,6.763326765771305,514.6539325100368,14.797582816220316,27.972124847768534,4.4377664764200535,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
85,6.809835366286801,521.1604997662928,13.985013637153775,28.22303633274924,DETERIORATING,0.0537407918054864,2.177274339514156,-0.3061947944398646,0.2931624424484838,6.7520245147699285,518.1227975858744,14.693218998885904,27.998941605692163,3.9061387802045626,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
86,6.742196409266297,529.9634014483821,13.711035701517362,27.292653706826787,DETERIORATING,-0.0676389570205042,8.802901682089328,-0.2739779356364131,-0.9303826259224516,6.758672484352391,523.033696365915,14.553821313010264,27.92529899922486,4.571285995572689,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
87,6.690535395460647,522.0654699083182,15.716393061530036,27.16567647520769,DETERIORATING,-0.0516610138056501,-7.897931540063951,2.005357360012674,-0.1269772316190973,6.755473957869702,525.9787144705003,14.651802537046098,27.656277186167728,7.650005108109306,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
88,6.733532741534615,517.6914942501515,14.5573067150609,27.26973747417196,DETERIORATING,0.0429973460739683,-4.373975658166614,-1.1590863464691363,0.1040609989642717,6.746438897405935,521.9728181599846,14.452191509371142,27.576195575851283,4.309191873873585,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
89,6.754935179029145,520.0438018109802,13.847687525638014,28.39503364137088,DETERIORATING,0.0214024374945296,2.352307560828649,-0.7096191894228863,1.1252961671989148,6.7462070183155,522.184933436825,14.363487328180016,27.66922752606531,7.240045421025862,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
90,6.736024109059867,523.1407848870313,16.01086288362477,27.67925674164302,DETERIORATING,-0.0189110699692776,3.0969830760510604,2.1631753579867574,-0.7157768997278566,6.731444766870115,522.5809904609727,14.768657177474216,27.560471607844068,7.452160047166211,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
91,6.715863701555364,525.153333161882,17.824399613946234,28.9332797142673,DETERIORATING,-0.0201604075045036,2.012548274850701,1.813536730321463,1.2540229726242806,6.726178225327928,521.6189768036727,15.591329959959989,27.88859680933217,10.905422352012636,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
92,6.739333734479458,535.9315545236439,15.955143270768088,27.69430096053705,DETERIORATING,0.0234700329240942,10.778221361761894,-1.8692563431781453,-1.238978753730251,6.735937893131689,524.3921937267378,15.639080001807605,27.994321706398047,4.772251691749083,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
93,6.739964779522284,529.4233506296875,16.760792619561315,28.00382052127881,DETERIORATING,0.0006310450428257,-6.508203893956306,0.8056493487932261,0.3095195607417622,6.737224300729224,526.7385650026449,16.079777182707684,28.14113831581941,6.037561012580871,SAFE,tds_change,Sensor readings are relatively stable.,False,SAFE,False
